Date,High,Low,Open,Close,Volume,Marketcap,Daily Return,50-Day MA,200-Day MA,Price Diff,Volatility,Open-Close Diff,High-Low Range
2013-11-14 23:59:59,425.8999938964844,395.1900024414063,406.4100036621094,0.003823066063121381,0.0,5038817795.0,0.5031224528311683,0.0,0.0,0.002307442008638839,0.3814023066555303,406.4061805960462,30.709991455078068
2013-11-15 23:59:59,437.8900146484375,396.1099853515625,419.4100036621094,0.0037875352713497815,0.0,5013561020.0,0.45713984985745193,0.00010171635945756133,3.099942488964027e-05,0.0031680133179120802,0.38200737214731934,419.40621612683805,41.780029296875
2013-11-16 23:59:59,450.260009765625,415.5700073242188,417.2799987792969,0.004139210979083376,0.0,5282849104.5,0.5303120753800733,0.0002093585898409263,6.515196560468936e-05,0.002616843233311645,0.3828443148640963,417.2758595683178,34.69000244140619
2013-11-17 23:59:59,500.5799865722656,440.239990234375,440.9599914550781,0.004958629744054569,0.0,5907842063.75,0.6109097021927983,0.0003348767873055376,0.00010768333999479438,0.004610842634741439,0.39596808113368664,440.95503282533406,60.339996337890625
2013-11-18 23:59:59,703.780029296875,494.9400024414063,496.5799865722656,0.008297734790201352,0.0,8449069629.0,1.0,0.00053377113312686,0.00017552469382894507,0.01615505481503912,0.6063953579788489,496.57168883747545,208.8400268554687
2013-11-19 23:59:59,806.1099853515625,456.3900146484375,712.760009765625,0.00641934007244256,0.0,7022949160.5,0.25284847818232215,0.0006924067737068976,0.00023072522966608756,0.02710689070394323,0.646977759617906,712.7535904255526,349.719970703125
2013-11-20 23:59:59,599.6500244140625,448.4500122070313,577.97998046875,0.006517563473556165,0.0,7100077963.75,0.47709830025481387,0.0008535153470001456,0.0002849586315573573,0.011674190017517991,0.6458654786398083,577.9734629052764,151.2000122070312
2013-11-21 23:59:59,733.4000244140625,577.2899780273438,594.3200073242188,0.008595719620085748,0.0,8684240726.25,0.7417654279089263,0.001067191002031423,0.00035372630480393985,0.012055890116738627,0.6504565354035906,594.3114116045987,156.11004638671875
2013-11-22 23:59:59,780.8499755859375,668.1300048828125,724.0700073242188,0.009369659376399747,0.0,9276681716.0,0.5484766359405158,0.001294745215800976,0.0004284600727305211,0.008682798283257227,0.6493134386149866,724.0606376648424,112.719970703125
2013-11-23 23:59:59,844.969970703125,771.7000122070312,771.7000122070312,0.009786238247699745,0.0,9597335799.0,0.5064929609236364,0.0015296760371977525,0.0005062755295351944,0.005616002203512355,0.6493413520865103,771.6902259687836,73.26995849609375
